EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceSatisfactionIndex,ExperiencePriorToCurrentJob,EmployeeEngagementScore,DistanceFromHomeCategory,AgeGeneration,EducationDegree
315,29,0.0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,4,Female,49,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,4,80,0,3,5,0,8,High,Junior,Good,Medium Distance,Gen Z,Associate Degree
316,38,0.0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,80,1,2,8,0,1,Medium,Mid-level,Good,Long Distance,Millennials,Associate Degree
317,42,0.0,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,2,80,0,6,0,0,0,Medium,Senior,Better,Short Distance,Gen Y,Doctoral Degree
318,39,0.0,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Male,87,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,80,1,3,0,7,9,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
319,36,0.0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,2,Female,42,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,80,2,6,2,0,2,Medium,Mid-level,Better,Short Distance,Millennials,Doctoral Degree
320,54,0.0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,80,1,2,7,0,8,High,Senior,Better,Medium Distance,Gen X,Bachelor Degree
321,29,0.0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,3,Male,76,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,80,1,3,4,0,4,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
322,26,0.0,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,2,80,0,2,7,0,7,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
323,37,0.0,Non-Travel,1252,Sales,19,2,Medical,1,1,Male,32,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,4,80,0,2,0,0,9,Medium,Junior,Better,Medium Distance,Millennials,Associate Degree
324,26,0.0,Travel_Rarely,1167,Sales,5,3,Other,1,4,Female,30,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,4,80,0,2,2,0,0,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
325,31,0.0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,80,1,3,7,1,7,Very High,Junior,Better,Short Distance,Millennials,Doctoral Degree
326,41,0.0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,2,Male,85,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,1,80,0,3,2,1,2,Low,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
327,45,1.0,Travel_Frequently,306,Sales,26,4,Life Sciences,1,1,Female,100,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,4,80,2,4,1,0,0,Medium,Junior,Better,Long Distance,Gen Y,Doctoral Degree
328,43,0.0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,2,Male,94,4,Research Director,1,Married,17159,5200,6,Y,No,24,3,80,1,3,1,1,0,Medium,Senior,Better,Medium Distance,Gen Y,Associate Degree
329,29,0.0,Travel_Rarely,986,Research & Development,3,4,Medical,1,2,Male,93,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,80,0,2,2,0,7,Medium,Junior,Good,Short Distance,Gen Z,Doctoral Degree
330,30,0.0,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,1,80,1,2,4,7,7,Medium,Junior,Better,Short Distance,Gen Z,Associate Degree
331,40,0.0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,3,Male,78,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,80,1,3,3,11,11,High,Junior,Good,Short Distance,Millennials,Doctoral Degree
332,30,0.0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1,Female,64,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,2,80,0,3,7,0,2,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
333,34,0.0,Travel_Rarely,628,Research & Development,8,3,Medical,1,2,Male,82,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,1,80,0,3,3,1,2,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
334,56,0.0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3,Female,86,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,4,80,3,0,7,7,7,Medium,Expert,Better,Short Distance,Gen X,Bachelor Degree
335,25,0.0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1,Male,93,2,Sales Executive,3,Married,6232,12477,2,Y,No,11,2,80,0,3,2,1,2,Medium,Junior,Better,Medium Distance,Gen Z,High School
336,42,0.0,Non-Travel,179,Human Resources,2,5,Medical,1,4,Male,79,2,Human Resources,1,Married,6272,12858,7,Y,No,16,1,80,1,3,3,0,3,Medium,Mid-level,Better,Short Distance,Gen Y,Master Degree
337,32,0.0,Travel_Frequently,967,Sales,8,3,Marketing,1,2,Female,43,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,4,80,0,2,8,3,7,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
338,32,0.0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,1,Male,80,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,4,80,2,2,8,4,7,High,Junior,Better,Long Distance,Millennials,Doctoral Degree
339,55,0.0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,2,Male,37,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,4,80,1,4,7,0,8,High,Junior,Better,Medium Distance,Gen X,Associate Degree
340,39,0.0,Travel_Rarely,1387,Research & Development,10,5,Medical,1,2,Male,76,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,4,80,3,3,7,7,7,Medium,Junior,Better,Short Distance,Millennials,Master Degree
341,44,0.0,Travel_Frequently,1193,Research & Development,2,1,Medical,1,2,Male,86,3,Manufacturing Director,3,Single,10209,19719,5,Y,Yes,18,2,80,0,2,2,2,2,Medium,Senior,Good,Short Distance,Gen Y,High School
342,41,0.0,Non-Travel,552,Human Resources,4,3,Human Resources,1,3,Male,60,2,Human Resources,2,Married,6430,20794,6,Y,No,19,2,80,1,4,2,1,2,Medium,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
343,27,0.0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,4,80,3,4,2,1,2,Medium,Junior,Good,Short Distance,Gen Z,Master Degree
344,38,0.0,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,1,80,1,2,2,2,2,Medium,Mid-level,Better,Short Distance,Millennials,Doctoral Degree
345,37,0.0,Travel_Frequently,1231,Sales,21,2,Medical,1,3,Female,54,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,2,80,1,3,4,0,0,High,Junior,Better,Long Distance,Millennials,Associate Degree
346,36,0.0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,2,Male,94,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,80,0,2,1,0,8,High,Junior,Good,Short Distance,Millennials,High School
347,26,0.0,Travel_Frequently,496,Research & Development,11,2,Medical,1,1,Male,60,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,80,1,3,3,3,3,Low,Junior,Better,Medium Distance,Gen Z,Associate Degree
348,37,0.0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,3,Male,85,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,1,80,3,2,3,0,2,Medium,Junior,Good,Medium Distance,Millennials,Bachelor Degree
349,45,0.0,Travel_Rarely,252,Research & Development,1,3,Other,1,3,Male,70,5,Manager,4,Married,19202,15970,0,Y,No,11,3,80,1,2,0,1,7,High,Junior,Better,Short Distance,Gen Y,Bachelor Degree
350,26,0.0,Travel_Rarely,1443,Sales,23,3,Marketing,1,3,Female,47,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,80,1,2,2,0,0,High,Junior,Good,Long Distance,Gen Z,Bachelor Degree
351,41,0.0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,3,Male,96,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,80,1,2,7,0,7,High,Junior,Better,Short Distance,Gen Y,High School
352,19,0.0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,3,Male,54,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,3,80,0,4,1,0,0,Medium,Junior,Better,Short Distance,Gen Z,Associate Degree
353,40,0.0,Travel_Rarely,630,Sales,4,4,Marketing,1,3,Male,67,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,1,80,1,2,11,2,11,Medium,Junior,Good,Short Distance,Millennials,Doctoral Degree
354,26,0.0,Travel_Frequently,1096,Research & Development,6,3,Other,1,3,Male,61,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,1,80,1,3,7,7,7,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
355,43,0.0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,3,Female,82,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,2,80,1,3,7,0,0,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
356,35,0.0,Non-Travel,727,Research & Development,3,3,Life Sciences,1,3,Male,41,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,80,2,3,0,0,0,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
357,52,0.0,Travel_Rarely,621,Sales,3,4,Marketing,1,3,Male,31,4,Manager,1,Married,16856,10084,1,Y,No,11,1,80,0,3,6,1,16,Low,Junior,Better,Short Distance,Gen X,Doctoral Degree
358,49,0.0,Travel_Rarely,470,Research & Development,20,4,Medical,1,3,Female,96,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,80,0,2,11,5,11,Medium,Junior,Good,Medium Distance,Gen Y,Doctoral Degree
359,37,0.0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,3,Male,84,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,1,80,0,2,5,1,3,Medium,Junior,Good,Short Distance,Millennials,Associate Degree
360,43,0.0,Travel_Frequently,313,Research & Development,21,3,Medical,1,4,Male,61,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,1,80,1,1,2,1,2,High,Junior,Better,Long Distance,Gen Y,Bachelor Degree
361,22,0.0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,4,Male,63,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,4,80,0,2,2,1,2,High,Junior,Better,Short Distance,Gen Z,Associate Degree
362,23,0.0,Travel_Rarely,541,Sales,2,1,Technical Degree,1,3,Male,62,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,80,1,3,0,0,0,Medium,Junior,Better,Short Distance,Gen Z,High School
363,55,0.0,Travel_Rarely,836,Research & Development,8,3,Medical,1,4,Female,33,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,80,3,2,0,0,2,High,Senior,Better,Short Distance,Gen X,Bachelor Degree
364,53,0.0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,4,Female,72,4,Research Director,4,Single,14275,20206,6,Y,No,18,3,80,0,0,9,3,8,High,Expert,Better,Long Distance,Gen X,Doctoral Degree
365,34,0.0,Travel_Frequently,669,Research & Development,1,3,Medical,1,4,Male,97,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,3,80,0,3,9,4,9,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
366,58,1.0,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,4,Male,51,1,Research Scientist,3,Single,2479,26227,4,Y,No,24,1,80,0,4,0,0,0,Medium,Mid-level,Better,Short Distance,Gen X,Bachelor Degree
367,34,0.0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,45,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,80,0,1,2,0,4,Medium,Junior,Good,Short Distance,Millennials,High School
368,30,0.0,Non-Travel,829,Research & Development,1,1,Life Sciences,1,3,Male,88,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,3,80,0,2,8,5,8,High,Junior,Better,Short Distance,Gen Z,High School
369,32,0.0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,3,Male,43,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,1,80,0,2,4,1,4,Medium,Junior,Better,Short Distance,Millennials,Master Degree
370,36,0.0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,4,Male,62,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,4,80,0,3,11,3,7,High,Junior,Better,Short Distance,Millennials,Associate Degree
371,42,0.0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,4,Male,81,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,4,80,0,3,0,0,0,High,Mid-level,Better,Short Distance,Gen Y,Bachelor Degree
372,47,0.0,Non-Travel,1162,Research & Development,1,1,Medical,1,3,Female,98,3,Research Director,2,Married,11957,17231,0,Y,No,18,1,80,2,3,8,5,12,Medium,Junior,Good,Short Distance,Gen Y,High School
373,40,0.0,Travel_Frequently,1184,Sales,2,4,Medical,1,2,Male,62,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,4,80,3,2,0,0,0,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
374,36,0.0,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,2,Female,47,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,80,1,3,8,0,8,Medium,Junior,Better,Long Distance,Millennials,Doctoral Degree
375,21,0.0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,3,Male,96,1,Research Scientist,4,Single,1232,19281,1,Y,No,14,4,80,0,6,0,0,0,High,Junior,Better,Medium Distance,Gen Z,Associate Degree
376,36,0.0,Non-Travel,301,Sales,15,4,Marketing,1,4,Male,88,2,Sales Executive,4,Divorced,5406,10436,1,Y,No,24,1,80,1,4,12,11,11,High,Junior,Good,Medium Distance,Millennials,Doctoral Degree
377,34,0.0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,3,Female,31,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,4,80,2,3,2,0,6,High,Junior,Better,Medium Distance,Millennials,Bachelor Degree
378,42,0.0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,4,Male,35,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,80,1,3,3,1,2,Medium,Junior,Good,Medium Distance,Gen Y,Doctoral Degree
379,34,0.0,Travel_Rarely,665,Research & Development,6,4,Other,1,1,Female,41,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,80,0,3,13,2,10,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
380,60,0.0,Travel_Rarely,370,Research & Development,1,4,Medical,1,3,Male,92,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,3,80,1,2,0,0,0,High,Senior,Better,Short Distance,Gen X,Doctoral Degree
381,39,0.0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4,Female,42,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,80,2,2,4,0,4,High,Mid-level,Good,Short Distance,Millennials,Bachelor Degree
382,45,0.0,Travel_Rarely,549,Research & Development,8,4,Other,1,4,Male,75,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,1,80,2,3,9,9,8,High,Junior,Better,Short Distance,Gen Y,Doctoral Degree
383,26,0.0,Non-Travel,786,Research & Development,7,3,Medical,1,4,Male,76,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,3,80,0,5,7,5,7,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
384,56,0.0,Travel_Rarely,1443,Sales,11,5,Marketing,1,4,Female,89,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,80,1,3,0,0,0,Medium,Mid-level,Good,Medium Distance,Gen X,Master Degree
385,31,1.0,Travel_Frequently,307,Research & Development,29,2,Medical,1,3,Male,71,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,2,80,0,2,4,1,4,Medium,Junior,Better,Long Distance,Millennials,Associate Degree
386,38,0.0,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,2,Male,42,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,80,0,1,0,0,0,High,Senior,Better,Short Distance,Millennials,Doctoral Degree
387,35,0.0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,2,Male,46,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,4,80,2,3,9,6,8,High,Junior,Better,Long Distance,Millennials,Bachelor Degree
388,31,0.0,Travel_Frequently,1327,Research & Development,3,4,Medical,1,2,Male,73,3,Research Director,3,Divorced,13675,13523,9,Y,No,12,1,80,1,3,2,2,2,Medium,Mid-level,Better,Short Distance,Millennials,Doctoral Degree
389,26,0.0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,3,Female,71,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,80,1,2,2,0,2,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
390,38,0.0,Travel_Rarely,723,Sales,2,4,Marketing,1,2,Female,77,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,1,80,2,4,2,0,3,Medium,Senior,Good,Short Distance,Millennials,Doctoral Degree
391,30,0.0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1,Female,48,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,1,80,1,6,2,6,7,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
392,41,0.0,Travel_Rarely,796,Sales,4,1,Marketing,1,3,Female,81,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,4,80,1,3,14,13,5,High,Junior,Better,Short Distance,Gen Y,High School
393,34,0.0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,4,Male,86,3,Healthcare Representative,4,Divorced,8500,5494,0,Y,No,11,4,80,1,0,7,1,6,Very High,Junior,Good,Short Distance,Millennials,Bachelor Degree
394,35,0.0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,3,Male,66,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,4,80,0,3,2,2,2,High,Junior,Better,Short Distance,Millennials,High School
395,27,0.0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,4,Female,33,1,Laboratory Technician,1,Divorced,2341,19715,1,Y,No,13,4,80,1,6,0,0,0,High,Junior,Better,Short Distance,Gen Z,Doctoral Degree
396,39,0.0,Travel_Rarely,722,Sales,24,1,Marketing,1,2,Female,60,4,Sales Executive,4,Married,12031,8828,0,Y,No,11,1,80,1,2,9,9,6,Medium,Junior,Good,Long Distance,Millennials,High School
397,56,0.0,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1,Male,97,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,4,80,0,3,2,1,0,High,Junior,Better,Long Distance,Gen X,Associate Degree
398,32,0.0,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,4,Male,56,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,2,80,0,1,0,0,0,High,Mid-level,Better,Short Distance,Millennials,Doctoral Degree
399,31,0.0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,3,Male,86,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,80,1,4,2,0,3,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
400,39,0.0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,3,Female,48,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,1,80,1,3,3,0,7,Medium,Junior,Better,Short Distance,Millennials,High School
401,29,0.0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,3,Male,81,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,3,80,1,3,7,0,7,High,Junior,Better,Long Distance,Gen Z,Associate Degree
402,33,0.0,Non-Travel,775,Research & Development,4,3,Technical Degree,1,4,Male,90,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,4,80,2,2,8,1,7,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
403,29,1.0,Travel_Rarely,121,Sales,27,3,Marketing,1,2,Female,35,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,4,80,3,3,4,1,9,High,Junior,Better,Long Distance,Gen Z,Bachelor Degree
404,44,1.0,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1,Male,89,1,Laboratory Technician,1,Married,2362,14669,4,Y,No,12,3,80,0,4,2,1,2,Low,Mid-level,Better,Short Distance,Gen Y,Bachelor Degree
405,26,0.0,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female,46,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,80,0,3,4,4,3,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
406,48,0.0,Travel_Rarely,163,Sales,2,5,Marketing,1,2,Female,37,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,1,80,1,2,7,6,7,Medium,Junior,Better,Short Distance,Gen Y,Master Degree
407,38,0.0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,4,Female,32,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,2,80,0,2,2,2,2,High,Senior,Better,Short Distance,Millennials,Master Degree
408,36,0.0,Travel_Rarely,335,Sales,17,2,Marketing,1,3,Male,33,2,Sales Executive,2,Married,5507,16822,2,Y,No,16,3,80,2,1,2,1,3,Medium,Mid-level,Good,Medium Distance,Millennials,Associate Degree
409,23,1.0,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,3,Male,63,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,3,80,2,2,0,0,0,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
410,29,0.0,Travel_Rarely,1378,Research & Development,13,2,Other,1,4,Male,46,2,Laboratory Technician,2,Married,4025,23679,4,Y,Yes,13,1,80,1,2,3,0,3,Medium,Mid-level,Good,Medium Distance,Gen Z,Associate Degree
411,50,0.0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male,95,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,4,80,1,2,11,1,5,High,Mid-level,Better,Long Distance,Gen Y,Bachelor Degree
412,37,0.0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,3,Male,87,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,1,80,0,3,3,1,3,Medium,Mid-level,Better,Short Distance,Millennials,Bachelor Degree
413,24,0.0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,2,Male,45,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,2,80,0,2,3,1,2,Medium,Junior,Good,Short Distance,Gen Z,Associate Degree
414,31,0.0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,4,Female,96,1,Human Resources,2,Single,2109,24609,9,Y,No,18,4,80,0,3,2,0,2,High,Junior,Better,Short Distance,Millennials,Associate Degree
415,49,1.0,Travel_Rarely,1184,Sales,11,3,Marketing,1,3,Female,43,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,1,80,2,3,8,7,7,Medium,Junior,Better,Medium Distance,Gen Y,Bachelor Degree
416,34,0.0,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,46,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,80,2,2,8,5,10,Medium,Junior,Better,Medium Distance,Millennials,Bachelor Degree
417,41,1.0,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,2,Female,94,2,Sales Executive,4,Single,5993,19479,8,Y,Yes,11,1,80,0,0,4,0,5,Medium,Junior,Good,Short Distance,Gen Y,Associate Degree
418,34,0.0,Travel_Rarely,970,Research & Development,8,2,Medical,1,2,Female,96,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,4,80,0,2,1,4,3,High,Junior,Better,Short Distance,Millennials,Associate Degree
419,39,0.0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,3,Female,64,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,80,0,1,6,11,8,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
420,32,1.0,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,2,Female,72,1,Research Scientist,1,Single,3919,4681,1,Y,Yes,22,2,80,0,5,2,6,7,Low,Junior,Good,Medium Distance,Millennials,High School
421,37,0.0,Travel_Frequently,889,Research & Development,9,3,Medical,1,2,Male,53,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,80,3,3,2,1,2,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
422,30,1.0,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female,48,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,2,80,0,2,2,0,1,Medium,Junior,Better,Long Distance,Gen Z,Bachelor Degree
423,47,0.0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,3,Female,92,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,80,1,4,11,14,10,Medium,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
424,55,0.0,Travel_Rarely,452,Research & Development,1,3,Medical,1,4,Male,81,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,80,0,2,10,4,13,Medium,Junior,Better,Short Distance,Gen X,Bachelor Degree
425,37,0.0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,4,Male,80,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,1,80,0,2,0,0,0,High,Junior,Better,Short Distance,Millennials,Associate Degree
426,35,0.0,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Male,85,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,80,0,2,9,6,9,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
427,46,0.0,Travel_Frequently,638,Research & Development,1,3,Medical,1,3,Male,40,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,80,1,5,9,9,5,Medium,Senior,Good,Short Distance,Gen Y,Bachelor Degree
428,29,0.0,Travel_Rarely,1082,Research & Development,9,4,Medical,1,4,Female,43,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,80,1,2,3,1,2,High,Junior,Better,Short Distance,Gen Z,Doctoral Degree
429,36,0.0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1,Female,39,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,1,80,1,2,0,0,0,Medium,Mid-level,Better,Short Distance,Millennials,Associate Degree
430,24,0.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,1,Male,46,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,4,80,0,2,2,3,4,High,Junior,Good,Short Distance,Gen Z,High School
